"","plot","species","size","group","method","elev"
"413","WmB4","Pieris bryoniae",23,"butterflies","transect walks",1654
"414","WmB4","Callophrys rubi",14.5,"butterflies","transect walks",1654
"415","WmB4","Vanessa cardui",30.5,"butterflies","transect walks",1654
"416","H1","Pieris bryoniae",23,"butterflies","transect walks",818
"417","H1","Carterocephalus palaemon",14.5,"butterflies","transect walks",818
"418","H1","Hamearis lucina",15.5,"butterflies","transect walks",818
"419","H1","Erynnis tages",13.5,"butterflies","transect walks",818
"420","H1","Araschnia levana",17.5,"butterflies","transect walks",818
"421","H1","Leptidea sinapis",21,"butterflies","transect walks",818
"422","H1","Coenonympha pamphilus",16,"butterflies","transect walks",818
"423","H1","Polyommatus icarus",15,"butterflies","transect walks",818
"424","H1","Melitaea athalia",19,"butterflies","transect walks",818
"425","H1","Aporia crataegi",31.5,"butterflies","transect walks",818
"426","H1","Boloria euphrosyne",20.5,"butterflies","transect walks",818
"427","H1","Aglais urticae",24,"butterflies","transect walks",818
"428","H2","Vanessa cardui",30.5,"butterflies","transect walks",985
"429","H2","Cupido minimus",11.5,"butterflies","transect walks",985
"430","H2","Leptidea sinapis",21,"butterflies","transect walks",985
"431","H2","Anthocharis cardamines",21.5,"butterflies","transect walks",985
"432","H2","Coenonympha pamphilus",16,"butterflies","transect walks",985
"433","H2","Aporia crataegi",31.5,"butterflies","transect walks",985
"434","H2","Pyrgus malvae",12,"butterflies","transect walks",985
"435","H2","Boloria euphrosyne",20.5,"butterflies","transect walks",985
"436","H2","Aglais urticae",24,"butterflies","transect walks",985
"437","HO1","Aporia crataegi",31.5,"butterflies","transect walks",828
"438","HO1","Coenonympha pamphilus",16,"butterflies","transect walks",828
"439","HO1","Leptidea sinapis",21,"butterflies","transect walks",828
"440","HO1","Boloria euphrosyne",20.5,"butterflies","transect walks",828
"441","HO1","Hamearis lucina",15.5,"butterflies","transect walks",828
"442","HO1","Melitaea athalia",19,"butterflies","transect walks",828
"443","HO1","Pieris bryoniae",23,"butterflies","transect walks",828
"444","T5","Polyommatus icarus",15,"butterflies","transect walks",749
"445","T5","Aphantopus hyperantus",22,"butterflies","transect walks",749
"446","T5","Coenonympha pamphilus",16,"butterflies","transect walks",749
"447","HO4","Pieris bryoniae",23,"butterflies","transect walks",1546
"448","HO4","Pyrgus andromedae",15.5,"butterflies","transect walks",1546
"449","HO4","Aglais urticae",24,"butterflies","transect walks",1546
"450","HO4","Callophrys rubi",14.5,"butterflies","transect walks",1546
"451","HO4","Lasiommata petropolitana",22,"butterflies","transect walks",1546
"452","HO4","Vanessa cardui",30.5,"butterflies","transect walks",1546
"453","W1","Vanessa cardui",30.5,"butterflies","transect walks",815
"454","W1","Papilio machaon",38.5,"butterflies","transect walks",815
"455","W1","Aporia crataegi",31.5,"butterflies","transect walks",815
"456","W1","Pararge aegeria",20,"butterflies","transect walks",815
"457","W1","Erynnis tages",13.5,"butterflies","transect walks",815
"458","W2","Papilio machaon",38.5,"butterflies","transect walks",1016
"459","W2","Cupido minimus",11.5,"butterflies","transect walks",1016
"460","W2","Boloria euphrosyne",20.5,"butterflies","transect walks",1016
"461","W2","Carterocephalus palaemon",14.5,"butterflies","transect walks",1016
"462","W2","Coenonympha arcania",18.5,"butterflies","transect walks",1016
"463","W2","Leptidea sinapis",21,"butterflies","transect walks",1016
"464","W2","Euphydryas cynthia",19,"butterflies","transect walks",1016
"465","W2","Pyrgus malvae",12,"butterflies","transect walks",1016
"466","W2","Vanessa cardui",30.5,"butterflies","transect walks",1016
"467","W2","Coenonympha gardetta",16,"butterflies","transect walks",1016
"468","W2","Erynnis tages",13.5,"butterflies","transect walks",1016
"469","W3","Pieris bryoniae",23,"butterflies","transect walks",1162
"470","W3","Aglais urticae",24,"butterflies","transect walks",1162
"471","W3","Leptidea sinapis",21,"butterflies","transect walks",1162
"472","W3","Vanessa cardui",30.5,"butterflies","transect walks",1162
"473","W3","Erynnis tages",13.5,"butterflies","transect walks",1162
"474","W3","Carterocephalus palaemon",14.5,"butterflies","transect walks",1162
"475","W3","Papilio machaon",38.5,"butterflies","transect walks",1162
"476","W3","Lasiommata maera",25,"butterflies","transect walks",1162
"477","W3","Anthocharis cardamines",21.5,"butterflies","transect walks",1162
"478","WmB3","Papilio machaon",38.5,"butterflies","transect walks",1418
"479","WmB3","Aglais urticae",24,"butterflies","transect walks",1418
"480","WmA2","Aglais urticae",24,"butterflies","transect walks",1240
"481","WmA2","Anthocharis cardamines",21.5,"butterflies","transect walks",1240
"482","WmA2","Boloria euphrosyne",20.5,"butterflies","transect walks",1240
"483","WmA2","Vanessa cardui",30.5,"butterflies","transect walks",1240
"484","WmA2","Pieris rapae",25,"butterflies","transect walks",1240
"485","WmA2","Leptidea sinapis",21,"butterflies","transect walks",1240
"486","WmA3","Aglais urticae",24,"butterflies","transect walks",1423
"487","WmA3","Papilio machaon",38.5,"butterflies","transect walks",1423
"488","WmA3","Pararge aegeria",20,"butterflies","transect walks",1423
"489","WmA3","Pyrgus andromedae",15.5,"butterflies","transect walks",1423
"490","WmA3","Pieris bryoniae",23,"butterflies","transect walks",1423
"491","WmA3","Vanessa cardui",30.5,"butterflies","transect walks",1423
"492","WmA3","Erebia oeme",20.5,"butterflies","transect walks",1423
"493","WmB1","Leptidea sinapis",21,"butterflies","transect walks",962
"494","WmB1","Aporia crataegi",31.5,"butterflies","transect walks",962
"495","WmB1","Boloria euphrosyne",20.5,"butterflies","transect walks",962
"496","WmB1","Melitaea diamina",19.5,"butterflies","transect walks",962
"497","WmB1","Cyaniris semiargus",15.5,"butterflies","transect walks",962
"498","WmB1","Vanessa cardui",30.5,"butterflies","transect walks",962
"499","H4","Aglais urticae",24,"butterflies","transect walks",1326
"500","H4","Pieris bryoniae",23,"butterflies","transect walks",1326
"501","H4","Anthocharis cardamines",21.5,"butterflies","transect walks",1326
"502","H4","Boloria euphrosyne",20.5,"butterflies","transect walks",1326
"503","H4","Pyrgus andromedae",15.5,"butterflies","transect walks",1326
"504","H4","Cupido minimus",11.5,"butterflies","transect walks",1326
"505","H4","Pyrgus malvae",12,"butterflies","transect walks",1326
"506","H4","Callophrys rubi",14.5,"butterflies","transect walks",1326
"507","H4","Hamearis lucina",15.5,"butterflies","transect walks",1326
"508","H5","Pieris bryoniae",23,"butterflies","transect walks",1580
"509","H5","Aglais urticae",24,"butterflies","transect walks",1580
"510","H5","Pyrgus malvae",12,"butterflies","transect walks",1580
"511","H5","Boloria euphrosyne",20.5,"butterflies","transect walks",1580
"512","H5","Coenonympha gardetta",16,"butterflies","transect walks",1580
"513","WmA4","Pieris bryoniae",23,"butterflies","transect walks",1770
"514","W6","Cupido minimus",11.5,"butterflies","transect walks",1805
"515","W6","Vanessa cardui",30.5,"butterflies","transect walks",1805
"516","W6","Pieris bryoniae",23,"butterflies","transect walks",1805
"517","W6","Coenonympha arcania",18.5,"butterflies","transect walks",1805
"518","W6","Erynnis tages",13.5,"butterflies","transect walks",1805
"519","W6","Boloria euphrosyne",20.5,"butterflies","transect walks",1805
"520","W6","Aglais urticae",24,"butterflies","transect walks",1805
"521","W7","Vanessa cardui",30.5,"butterflies","transect walks",2017
"522","W7","Euphydryas cynthia",19,"butterflies","transect walks",2017
"523","W7","Erebia pandrose",22.5,"butterflies","transect walks",2017
"524","W7","Aglais urticae",24,"butterflies","transect walks",2017
"525","W7","Pyrgus andromedae",15.5,"butterflies","transect walks",2017
"526","W7","Papilio machaon",38.5,"butterflies","transect walks",2017
"527","W7","Pieris bryoniae",23,"butterflies","transect walks",2017
"528","W7","Pyrgus alveus",15.5,"butterflies","transect walks",2017
"529","WmB5","Pieris bryoniae",23,"butterflies","transect walks",1812
"530","WmB5","Boloria euphrosyne",20.5,"butterflies","transect walks",1812
"531","WmB5","Coenonympha gardetta",16,"butterflies","transect walks",1812
"532","WmB5","Aglais urticae",24,"butterflies","transect walks",1812
"533","WmB5","Pieris rapae",25,"butterflies","transect walks",1812
"534","WmB5","Vanessa cardui",30.5,"butterflies","transect walks",1812
"535","H6","Papilio machaon",38.5,"butterflies","transect walks",1807
"536","H6","Pieris bryoniae",23,"butterflies","transect walks",1807
"537","H6","Aricia agestis",13.75,"butterflies","transect walks",1807
"538","H7","Aglais urticae",24,"butterflies","transect walks",1986
"539","H7","Pieris bryoniae",23,"butterflies","transect walks",1986
"540","H7","Pyrgus andromedae",15.5,"butterflies","transect walks",1986
"541","H7","Papilio machaon",38.5,"butterflies","transect walks",1986
"542","WmA5","Vanessa cardui",30.5,"butterflies","transect walks",2034
"543","WmA5","Pieris bryoniae",23,"butterflies","transect walks",2034
"544","WmA5","Pyrgus andromedae",15.5,"butterflies","transect walks",2034
"545","WmA5","Erebia pandrose",22.5,"butterflies","transect walks",2034
"546","WmA5","Lasiommata petropolitana",22,"butterflies","transect walks",2034
"547","WmA5","Coenonympha gardetta",16,"butterflies","transect walks",2034
"548","T1","Aporia crataegi",31.5,"butterflies","transect walks",716
"549","T1","Thymelicus sylvestris",13.5,"butterflies","transect walks",716
"550","T1","Pieris rapae",25,"butterflies","transect walks",716
"551","T1","Leptidea sinapis",21,"butterflies","transect walks",716
"552","T1","Maniola jurtina",24,"butterflies","transect walks",716
"553","T1","Melitaea athalia",19,"butterflies","transect walks",716
"554","W1","Coenonympha arcania",18.5,"butterflies","transect walks",815
"555","W1","Polyommatus coridon",16.5,"butterflies","transect walks",815
"556","W1","Ochlodes sylvanus",15.5,"butterflies","transect walks",815
"557","W1","Pieris rapae",25,"butterflies","transect walks",815
"558","W1","Pieris bryoniae",23,"butterflies","transect walks",815
"559","W1","Melitaea athalia",19,"butterflies","transect walks",815
"560","W1","Melitaea diamina",19.5,"butterflies","transect walks",815
"561","W2","Pieris bryoniae",23,"butterflies","transect walks",1016
"562","W2","Aglais urticae",24,"butterflies","transect walks",1016
"563","W2","Thymelicus sylvestris",13.5,"butterflies","transect walks",1016
"564","W2","Pieris rapae",25,"butterflies","transect walks",1016
"565","W2","Erebia oeme",20.5,"butterflies","transect walks",1016
"566","W2","Melitaea diamina",19.5,"butterflies","transect walks",1016
"567","W2","Melitaea athalia",19,"butterflies","transect walks",1016
"568","W2","Polyommatus coridon",16.5,"butterflies","transect walks",1016
"569","W2","Ochlodes sylvanus",15.5,"butterflies","transect walks",1016
"570","W2","Erebia aethiops",24,"butterflies","transect walks",1016
"571","W2","Argynnis aglaja",28,"butterflies","transect walks",1016
"572","HO5","Pyrgus andromedae",15.5,"butterflies","transect walks",1821
"573","HO5","Vanessa cardui",30.5,"butterflies","transect walks",1821
"574","HO5","Pieris bryoniae",23,"butterflies","transect walks",1821
"575","W5","Pyrgus andromedae",15.5,"butterflies","transect walks",1446
"576","W5","Vanessa cardui",30.5,"butterflies","transect walks",1446
"577","W5","Leptidea sinapis",21,"butterflies","transect walks",1446
"578","W5","Boloria pales",18.5,"butterflies","transect walks",1446
"579","W5","Pieris rapae",25,"butterflies","transect walks",1446
"580","T4","Maniola jurtina",24,"butterflies","transect walks",644
"581","T4","Pieris rapae",25,"butterflies","transect walks",644
"582","T4","Thymelicus sylvestris",13.5,"butterflies","transect walks",644
"583","T4","Ochlodes sylvanus",15.5,"butterflies","transect walks",644
"584","T4","Leptidea sinapis",21,"butterflies","transect walks",644
"585","T5","Thymelicus sylvestris",13.5,"butterflies","transect walks",749
"586","T5","Maniola jurtina",24,"butterflies","transect walks",749
"587","T5","Pieris rapae",25,"butterflies","transect walks",749
"588","T5","Thymelicus lineola",13.5,"butterflies","transect walks",749
"589","WmA2","Lasiommata maera",25,"butterflies","transect walks",1240
"590","WmA2","Erebia ligea",26,"butterflies","transect walks",1240
"591","WmA2","Coenonympha pamphilus",16,"butterflies","transect walks",1240
"592","WmA2","Pieris bryoniae",23,"butterflies","transect walks",1240
"593","WmB1","Pieris bryoniae",23,"butterflies","transect walks",962
"594","WmB1","Pieris rapae",25,"butterflies","transect walks",962
"595","WmB1","Papilio machaon",38.5,"butterflies","transect walks",962
"596","HO1","Cyaniris semiargus",15.5,"butterflies","transect walks",828
"597","HO1","Pieris rapae",25,"butterflies","transect walks",828
"598","HO1","Thymelicus sylvestris",13.5,"butterflies","transect walks",828
"599","HO1","Argynnis adippe",29,"butterflies","transect walks",828
"600","HO2","Aphantopus hyperantus",22,"butterflies","transect walks",1046
"601","H4","Boloria titania",21,"butterflies","transect walks",1326
"602","H4","Melitaea diamina",19.5,"butterflies","transect walks",1326
"603","H4","Lasiommata maera",25,"butterflies","transect walks",1326
"604","H4","Coenonympha pamphilus",16,"butterflies","transect walks",1326
"605","H4","Lycaena tityrus",15,"butterflies","transect walks",1326
"606","H5","Lasiommata maera",25,"butterflies","transect walks",1580
"607","H5","Pararge aegeria",20,"butterflies","transect walks",1580
"608","H5","Boloria titania",21,"butterflies","transect walks",1580
"609","H5","Callophrys rubi",14.5,"butterflies","transect walks",1580
"610","H5","Phengaris arion",19,"butterflies","transect walks",1580
"611","H5","Pieris brassicae",31.5,"butterflies","transect walks",1580
"612","H5","Boloria thore",20.5,"butterflies","transect walks",1580
"613","H5","Vanessa cardui",30.5,"butterflies","transect walks",1580
"614","H6","Pyrgus alveus",15.5,"butterflies","transect walks",1807
"615","H6","Boloria euphrosyne",20.5,"butterflies","transect walks",1807
"616","H6","Vanessa cardui",30.5,"butterflies","transect walks",1807
"617","H6","Hamearis lucina",15.5,"butterflies","transect walks",1807
"618","H7","Vanessa cardui",30.5,"butterflies","transect walks",1986
"619","H7","Pyrgus alveus",15.5,"butterflies","transect walks",1986
"620","H7","Boloria pales",18.5,"butterflies","transect walks",1986
"621","H7","Erebia epiphron",18,"butterflies","transect walks",1986
"622","WmA3","Erebia euryale",22,"butterflies","transect walks",1423
"623","WmA3","Cyaniris semiargus",15.5,"butterflies","transect walks",1423
"624","WmA3","Erebia pharte",17.5,"butterflies","transect walks",1423
"625","WmB4","Cyaniris semiargus",15.5,"butterflies","transect walks",1654
"626","WmB4","Erebia pharte",17.5,"butterflies","transect walks",1654
"627","H2","Thymelicus lineola",13.5,"butterflies","transect walks",985
"628","H2","Thymelicus sylvestris",13.5,"butterflies","transect walks",985
"629","H2","Gonepteryx rhamni",38.5,"butterflies","transect walks",985
"630","H3","Erebia pronoe",23,"butterflies","transect walks",1106
"631","H3","Argynnis aglaja",28,"butterflies","transect walks",1106
"632","H3","Coenonympha pamphilus",16,"butterflies","transect walks",1106
"633","H3","Erebia euryale",22,"butterflies","transect walks",1106
"634","H3","Thymelicus sylvestris",13.5,"butterflies","transect walks",1106
"635","WmB2","Aphantopus hyperantus",22,"butterflies","transect walks",1139
"636","WmB2","Aporia crataegi",31.5,"butterflies","transect walks",1139
"637","WmB2","Argynnis aglaja",28,"butterflies","transect walks",1139
"638","WmB2","Melitaea athalia",19,"butterflies","transect walks",1139
"639","WmB2","Lycaena hippothoe",16.5,"butterflies","transect walks",1139
"640","W3","Erebia manto",20,"butterflies","transect walks",1162
